card_id	german	tatoeba_attribution
x25040	Errungenschaft	CC-BY 2.0 (France) Attribution: tatoeba.org #954516 (CK) & #5384956 (7evenbananas)
x25041	wedeln	CC-BY 2.0 (France) Attribution: tatoeba.org #48220 (patgfisher) & #700907 (Esperantostern)
x25042	Landhaus	CC-BY 2.0 (France) Attribution: tatoeba.org #312959 (CK) & #1179203 (Sudajaengi)
x25043	Feueralarm	CC-BY 2.0 (France) Attribution: tatoeba.org #23849 (CK) & #7714975 (driini)
x25044	ungeeignet	CC-BY 2.0 (France) Attribution: tatoeba.org #11695295 (sundown) & #709770 (Esperantostern)
x25045	Landstraße	CC-BY 2.0 (France) Attribution: tatoeba.org #1304062 (CK) & #2531205 (Pfirsichbaeumchen)
x25046	Säugling	CC-BY 2.0 (France) Attribution: tatoeba.org #682260 (Source_VOA) & #1633286 (Pfirsichbaeumchen)
x25047	dämmern	CC-BY 2.0 (France) Attribution: tatoeba.org #283603 (CM) & #5503553 (Pfirsichbaeumchen)
x25048	detonieren	CC-BY 2.0 (France) Attribution: tatoeba.org #5244565 (Joseph) & #5246958 (Pfirsichbaeumchen)
x25049	Nächstenliebe	CC-BY 2.0 (France) Attribution: tatoeba.org #28714 (CK) & #441872 (xtofu80)
x25050	Rachen	CC-BY 2.0 (France) Attribution: tatoeba.org #35759 (CK) & #1250061 (Esperantostern)
x25051	Lügendetektor	CC-BY 2.0 (France) Attribution: tatoeba.org #632123 (darinmex) & #708242 (Esperantostern)
x25052	Schlafsaal	CC-BY 2.0 (France) Attribution: tatoeba.org #251410 (CK) & #1830713 (Tamy)
x25053	Wassermelone	CC-BY 2.0 (France) Attribution: tatoeba.org #55566 (CK) & #742644 (Manfredo)
x25054	nörgeln	CC-BY 2.0 (France) Attribution: tatoeba.org #286370 (CM) & #1649048 (Pfirsichbaeumchen)
x25055	verpetzen	CC-BY 2.0 (France) Attribution: tatoeba.org #321493 (CK) & #1341266 (Zaghawa)
x25056	schwindeln	CC-BY 2.0 (France) Attribution: tatoeba.org #2571167 (Hybrid) & #2571238 (brauchinet)
x25057	Tank	CC-BY 2.0 (France) Attribution: tatoeba.org #10555274 (sundown) & #760483 (Pfirsichbaeumchen)
x25058	Fiasko	CC-BY 2.0 (France) Attribution: tatoeba.org #1682713 (Spamster) & #1729734 (Pfirsichbaeumchen)
x25059	Alkoholikerin	CC-BY 2.0 (France) Attribution: tatoeba.org #757513 (sctld) & #699880 (Manfredo)
x25060	Kavalier	CC-BY 2.0 (France) Attribution: tatoeba.org #289305 (CK) & #8231457 (Pfirsichbaeumchen)
x25061	alleinerziehend	CC-BY 2.0 (France) Attribution: tatoeba.org #3822376 (CK) & #7459639 (Luiaard)
x25062	vergelten	CC-BY 2.0 (France) Attribution: tatoeba.org #2267561 (_undertoad) & #2294158 (Pfirsichbaeumchen)
x25063	tiefgründig	CC-BY 2.0 (France) Attribution: tatoeba.org #5737292 (CM) & #7706590 (MisterTrouser)
x25064	verdunkeln	CC-BY 2.0 (France) Attribution: tatoeba.org #5565100 (Hybrid) & #11078333 (Pfirsichbaeumchen)
x25065	schlussendlich	CC-BY 2.0 (France) Attribution: tatoeba.org #1127457 (Scott) & #4948436 (Pfirsichbaeumchen)
x25066	Trubel	CC-BY 2.0 (France) Attribution: tatoeba.org #2713331 (CK) & #11249494 (Chitra25)
x25067	auswärts	CC-BY 2.0 (France) Attribution: tatoeba.org #1186486 (CK) & #7360308 (Yorwba)
x25068	Etikett	CC-BY 2.0 (France) Attribution: tatoeba.org #3823193 (CK) & #4987784 (atwupack)
x25069	Mitarbeit	CC-BY 2.0 (France) Attribution: tatoeba.org #1742424 (belgavox) & #1131728 (MUIRIEL)
x25070	Zauberin	CC-BY 2.0 (France) Attribution: tatoeba.org #6074219 (Hybrid) & #6080903 (Pfirsichbaeumchen)
x25071	Rasenmäher	CC-BY 2.0 (France) Attribution: tatoeba.org #9763925 (CK) & #12952904 (Waldelfe)
x25072	Kokon	CC-BY 2.0 (France) Attribution: tatoeba.org #245173 (CK) & #589946 (cost)
x25073	Straßenecke	CC-BY 2.0 (France) Attribution: tatoeba.org #301685 (mamat) & #369259 (xtofu80)
x25074	Mango	CC-BY 2.0 (France) Attribution: tatoeba.org #1098729 (cntrational) & #1126525 (Esperantostern)
x25075	darlegen	CC-BY 2.0 (France) Attribution: tatoeba.org #272784 (CK) & #1698722 (al_ex_an_der)
x25076	getrocknet	CC-BY 2.0 (France) Attribution: tatoeba.org #991958 (CK) & #992815 (MUIRIEL)
x25077	Geschichtsbuch	CC-BY 2.0 (France) Attribution: tatoeba.org #56493 (CK) & #1753668 (Pfirsichbaeumchen)
x25078	Mietwagen	CC-BY 2.0 (France) Attribution: tatoeba.org #1229249 (Eldad) & #7161477 (Luiaard)
x25079	konstant	CC-BY 2.0 (France) Attribution: tatoeba.org #244708 (CM) & #615207 (samueldora)
x25080	Zusammenfassung	CC-BY 2.0 (France) Attribution: tatoeba.org #2949950 (Hybrid) & #2972371 (Pfirsichbaeumchen)
x25081	Violine	CC-BY 2.0 (France) Attribution: tatoeba.org #69795 (CK) & #8198636 (raggione)
x25082	reinhauen	CC-BY 2.0 (France) Attribution: tatoeba.org #11917928 (CK) & #12584158 (Waldelfe)
x25083	Milchshake	CC-BY 2.0 (France) Attribution: tatoeba.org #321433 (CK) & #742513 (Zaghawa)
x25084	nachprüfen	CC-BY 2.0 (France) Attribution: tatoeba.org #2300642 (CK) & #2917786 (raggione)
x25085	Kleber	CC-BY 2.0 (France) Attribution: tatoeba.org #2631795 (Joseph) & #8227513 (MisterTrouser)
x25086	Schnelligkeit	CC-BY 2.0 (France) Attribution: tatoeba.org #2946588 (patgfisher) & #2946549 (al_ex_an_der)
x25087	Unruhestifter	CC-BY 2.0 (France) Attribution: tatoeba.org #237614 (CK) & #719497 (Esperantostern)
x25088	Hochschule	CC-BY 2.0 (France) Attribution: tatoeba.org #1169643 (cruzedu73) & #1331059 (Espi)
x25089	Sandale	CC-BY 2.0 (France) Attribution: tatoeba.org #7045678 (Hybrid) & #7046813 (Pfirsichbaeumchen)
x25090	Quartal	CC-BY 2.0 (France) Attribution: tatoeba.org #282524 (SUZIE) & #2880198 (Pfirsichbaeumchen)
x25091	heuern	CC-BY 2.0 (France) Attribution: tatoeba.org #1740886 (Spamster) & #1743561 (Pfirsichbaeumchen)
x25092	wirbeln	CC-BY 2.0 (France) Attribution: tatoeba.org #265444 (Dejo) & #478414 (Ullalia)
x25093	brasilianisch	CC-BY 2.0 (France) Attribution: tatoeba.org #1214151 (CM) & #2372554 (Espi)
x25094	montags	CC-BY 2.0 (France) Attribution: tatoeba.org #12897393 (CK) & #12907862 (Waldelfe)
x25095	Durchmesser	CC-BY 2.0 (France) Attribution: tatoeba.org #4016450 (CK) & #6392346 (Pfirsichbaeumchen)
x25096	oberhalb	CC-BY 2.0 (France) Attribution: tatoeba.org #58432 (CK) & #2814073 (Tamy)
x25097	Schuster	CC-BY 2.0 (France) Attribution: tatoeba.org #681897 (Source_VOA) & #2205826 (Pfirsichbaeumchen)
x25098	Schaffner	CC-BY 2.0 (France) Attribution: tatoeba.org #2890266 (sharptoothed) & #3568934 (Trinkschokolade)
x25099	verblassen	CC-BY 2.0 (France) Attribution: tatoeba.org #2268056 (_undertoad) & #2291435 (Pfirsichbaeumchen)
x25100	Hilferuf	CC-BY 2.0 (France) Attribution: tatoeba.org #5754559 (CM) & #13505190 (Waldelfe)
x25101	verknüpfen	CC-BY 2.0 (France) Attribution: tatoeba.org #9539912 (sundown) & #1245541 (Esperantostern)
x25102	Wespe	CC-BY 2.0 (France) Attribution: tatoeba.org #9795602 (CK) & #12443894 (Waldelfe)
x25103	Telefonleitung	CC-BY 2.0 (France) Attribution: tatoeba.org #682450 (Source_VOA) & #682862 (al_ex_an_der)
x25104	herumtreiben	CC-BY 2.0 (France) Attribution: tatoeba.org #3008571 (CK) & #3009109 (Pfirsichbaeumchen)
x25105	Kammerjäger	CC-BY 2.0 (France) Attribution: tatoeba.org #2953638 (CK) & #4006671 (Esperantostern)
x25106	Mitgliedschaft	CC-BY 2.0 (France) Attribution: tatoeba.org #49184 (CK) & #1854245 (Tamy)
x25107	Busbahnhof	CC-BY 2.0 (France) Attribution: tatoeba.org #6713335 (Eccles17) & #836212 (Pfirsichbaeumchen)
x25108	Skrupel	CC-BY 2.0 (France) Attribution: tatoeba.org #12180745 (sundown) & #2491750 (al_ex_an_der)
x25109	Kandidatin	CC-BY 2.0 (France) Attribution: tatoeba.org #8311590 (CK) & #8359313 (Luiaard)
x25110	Delegation	CC-BY 2.0 (France) Attribution: tatoeba.org #325611 (CM) & #10159413 (Yorwba)
x25111	Harfe	CC-BY 2.0 (France) Attribution: tatoeba.org #6806514 (CK) & #8809307 (Melang)
x25112	Alleingang	CC-BY 2.0 (France) Attribution: tatoeba.org #1954813 (CK) & #1967804 (Pfirsichbaeumchen)
x25113	zutragen	CC-BY 2.0 (France) Attribution: tatoeba.org #1768904 (Spamster) & #1768951 (Pfirsichbaeumchen)
x25114	Bandage	CC-BY 2.0 (France) Attribution: tatoeba.org #316967 (CK) & #10847305 (Yorwba)
x25115	posieren	CC-BY 2.0 (France) Attribution: tatoeba.org #3308239 (CK) & #3814709 (Tickler)
x25116	Anziehung	CC-BY 2.0 (France) Attribution: tatoeba.org #5838575 (OsoHombre) & #8319366 (Tamy)
x25117	Gedächtnisverlust	CC-BY 2.0 (France) Attribution: tatoeba.org #285860 (CK) & #1796089 (Tamy)
x25118	Weltuntergang	CC-BY 2.0 (France) Attribution: tatoeba.org #1302780 (enteka) & #3881073 (raggione)
x25119	Baumhaus	CC-BY 2.0 (France) Attribution: tatoeba.org #2966140 (CM) & #4744003 (bonny37)
x25120	Hardware	CC-BY 2.0 (France) Attribution: tatoeba.org #777085 (CK) & #816171 (Esperantostern)
x25121	verbitten	CC-BY 2.0 (France) Attribution: tatoeba.org #1475934 (Dejo) & #1475935 (al_ex_an_der)
x25122	Notausgang	CC-BY 2.0 (France) Attribution: tatoeba.org #317955 (CK) & #365897 (Wolf)
x25123	Ausflucht	CC-BY 2.0 (France) Attribution: tatoeba.org #8219029 (Hybrid) & #8224417 (Pfirsichbaeumchen)
x25124	Zensur	CC-BY 2.0 (France) Attribution: tatoeba.org #10170230 (ddnktr) & #10170972 (Pfirsichbaeumchen)
x25125	rentieren	CC-BY 2.0 (France) Attribution: tatoeba.org #2710887 (freddy1) & #2710889 (freddy1)
x25126	Windmühle	CC-BY 2.0 (France) Attribution: tatoeba.org #9096870 (sundown) & #8801720 (Melang)
x25127	hinauszögern	CC-BY 2.0 (France) Attribution: tatoeba.org #1954712 (CK) & #1967530 (Pfirsichbaeumchen)
x25128	umwerfen	CC-BY 2.0 (France) Attribution: tatoeba.org #10612468 (sundown) & #10681142 (Pfirsichbaeumchen)
x25129	durchlöchern	CC-BY 2.0 (France) Attribution: tatoeba.org #1223075 (CK) & #10008063 (Melang)
x25130	niederlegen	CC-BY 2.0 (France) Attribution: tatoeba.org #2083429 (CM) & #8614996 (brauchinet)
x25131	kolumbianisch	CC-BY 2.0 (France) Attribution: tatoeba.org #804358 (Source_VOA) & #1047106 (Sudajaengi)
x25132	Heuchelei	CC-BY 2.0 (France) Attribution: tatoeba.org #248940 (CM) & #1220744 (xtofu80)
x25133	Pizzeria	CC-BY 2.0 (France) Attribution: tatoeba.org #8935848 (CK) & #9032643 (Pfirsichbaeumchen)
x25134	wahrhaben	CC-BY 2.0 (France) Attribution: tatoeba.org #2106122 (tonrobson) & #3277997 (raggione)
x25135	Provokation	CC-BY 2.0 (France) Attribution: tatoeba.org #9418762 (shekitten) & #12703927 (Yorwba)
x25136	Straftäter	CC-BY 2.0 (France) Attribution: tatoeba.org #680858 (Source_VOA) & #824724 (Pfirsichbaeumchen)
x25137	brandmarken	CC-BY 2.0 (France) Attribution: tatoeba.org #307340 (CM) & #783016 (Hans_Adler)
x25138	Beschuldigung	CC-BY 2.0 (France) Attribution: tatoeba.org #290764 (CK) & #3948525 (raggione)
x25139	Sonnenstrahl	CC-BY 2.0 (France) Attribution: tatoeba.org #26507 (CK) & #588705 (cost)
x25140	Reisepass	CC-BY 2.0 (France) Attribution: tatoeba.org #22193 (CK) & #943476 (Miyako)
x25141	Weinkeller	CC-BY 2.0 (France) Attribution: tatoeba.org #10240042 (sundown) & #2687122 (al_ex_an_der)
x25142	Schraubenschlüssel	CC-BY 2.0 (France) Attribution: tatoeba.org #10573516 (CK) & #7323208 (brauchinet)
x25143	gleichermaßen	CC-BY 2.0 (France) Attribution: tatoeba.org #10171196 (CK) & #10171520 (Pfirsichbaeumchen)
x25144	Raumstation	CC-BY 2.0 (France) Attribution: tatoeba.org #3135377 (patgfisher) & #3136322 (Pfirsichbaeumchen)
x25145	verspannen	CC-BY 2.0 (France) Attribution: tatoeba.org #4820899 (Hybrid) & #6154369 (Pfirsichbaeumchen)
x25146	Diktatur	CC-BY 2.0 (France) Attribution: tatoeba.org #9467863 (CK) & #9468290 (Pfirsichbaeumchen)
x25147	Warze	CC-BY 2.0 (France) Attribution: tatoeba.org #61324 (CM) & #11780487 (Yorwba)
x25148	zusammenführen	CC-BY 2.0 (France) Attribution: tatoeba.org #5737467 (CM) & #8453262 (Tamy)
x25149	abgewöhnen	CC-BY 2.0 (France) Attribution: tatoeba.org #51256 (jakov) & #843699 (jakov)
x25150	Einzug	CC-BY 2.0 (France) Attribution: tatoeba.org #8469542 (Hybrid) & #10125255 (Pfirsichbaeumchen)
x25151	Skifahren	CC-BY 2.0 (France) Attribution: tatoeba.org #322316 (CK) & #438727 (landano)
x25152	Tonfall	CC-BY 2.0 (France) Attribution: tatoeba.org #563730 (darinmex) & #10189903 (Yorwba)
x25153	eigensinnig	CC-BY 2.0 (France) Attribution: tatoeba.org #12065752 (CK) & #12065758 (brauchinet)
x25154	galant	CC-BY 2.0 (France) Attribution: tatoeba.org #10165501 (CK) & #10166034 (Pfirsichbaeumchen)
x25155	Spiegelei	CC-BY 2.0 (France) Attribution: tatoeba.org #2766914 (CK) & #3172114 (dinkel_girl)
x25156	Hürde	CC-BY 2.0 (France) Attribution: tatoeba.org #328561 (fcbond) & #722559 (xtofu80)
x25157	schlummern	CC-BY 2.0 (France) Attribution: tatoeba.org #1648882 (Spamster) & #1648884 (Pfirsichbaeumchen)
x25158	herausschneiden	CC-BY 2.0 (France) Attribution: tatoeba.org #805329 (Source_VOA) & #981895 (Esperantostern)
x25159	nachahmen	CC-BY 2.0 (France) Attribution: tatoeba.org #65173 (CM) & #1590919 (Zaghawa)
x25160	majestätisch	CC-BY 2.0 (France) Attribution: tatoeba.org #9365581 (Hybrid) & #10191884 (Pfirsichbaeumchen)
x25161	Saustall	CC-BY 2.0 (France) Attribution: tatoeba.org #5690229 (CK) & #5694138 (Pfirsichbaeumchen)
x25162	Überfluss	CC-BY 2.0 (France) Attribution: tatoeba.org #1738674 (belgavox) & #2034476 (al_ex_an_der)
x25163	Vergnügungspark	CC-BY 2.0 (France) Attribution: tatoeba.org #43527 (CK) & #464128 (xtofu80)
x25164	Hungersnot	CC-BY 2.0 (France) Attribution: tatoeba.org #45022 (CK) & #790738 (al_ex_an_der)
x25165	Fuchs	CC-BY 2.0 (France) Attribution: tatoeba.org #292060 (CM) & #594791 (samueldora)
x25166	Missionar	CC-BY 2.0 (France) Attribution: tatoeba.org #2259351 (_undertoad) & #2351966 (Pfirsichbaeumchen)
x25167	kicken	CC-BY 2.0 (France) Attribution: tatoeba.org #292705 (CK) & #341232 (MUIRIEL)
x25168	Handschlag	CC-BY 2.0 (France) Attribution: tatoeba.org #306477 (CK) & #1519395 (Espi)
x25169	Helium	CC-BY 2.0 (France) Attribution: tatoeba.org #2549565 (CK) & #3752071 (Jens_Odo)
x25170	Antikörper	CC-BY 2.0 (France) Attribution: tatoeba.org #680219 (Source_VOA) & #12423117 (Yorwba)
x25171	Guru	CC-BY 2.0 (France) Attribution: tatoeba.org #253191 (Zifre) & #1105527 (jast)
x25172	phänomenal	CC-BY 2.0 (France) Attribution: tatoeba.org #51856 (CM) & #13725233 (Waldelfe)
x25173	Steuererklärung	CC-BY 2.0 (France) Attribution: tatoeba.org #2315135 (CK) & #2907114 (raggione)
x25174	Ausgrabung	CC-BY 2.0 (France) Attribution: tatoeba.org #569049 (darinmex) & #12852837 (Yorwba)
x25175	anvisieren	CC-BY 2.0 (France) Attribution: tatoeba.org #315910 (CK) & #1393237 (al_ex_an_der)
x25176	Mandarin	CC-BY 2.0 (France) Attribution: tatoeba.org #1301951 (CK) & #8679302 (Melang)
x25177	seitlich	CC-BY 2.0 (France) Attribution: tatoeba.org #328744 (fcbond) & #12852882 (Yorwba)
x25178	Trinkwasser	CC-BY 2.0 (France) Attribution: tatoeba.org #44813 (CM) & #1911245 (Tamy)
x25179	weiterkämpfen	CC-BY 2.0 (France) Attribution: tatoeba.org #12762440 (CK) & #13480951 (Waldelfe)
x25180	Delle	CC-BY 2.0 (France) Attribution: tatoeba.org #8475236 (CK) & #8812500 (Pfirsichbaeumchen)
x25181	bezwecken	CC-BY 2.0 (France) Attribution: tatoeba.org #8982092 (sundown) & #1982169 (Alois)
x25182	islamisch	CC-BY 2.0 (France) Attribution: tatoeba.org #477053 (CK) & #478472 (Espi)
x25183	Mundgeruch	CC-BY 2.0 (France) Attribution: tatoeba.org #2527281 (CK) & #392851 (xtofu80)
x25184	Zwillingsbruder	CC-BY 2.0 (France) Attribution: tatoeba.org #2252490 (CK) & #2252504 (Vortarulo)
x25185	Müllhalde	CC-BY 2.0 (France) Attribution: tatoeba.org #9636935 (CK) & #9639899 (Pfirsichbaeumchen)
x25186	Cricket	CC-BY 2.0 (France) Attribution: tatoeba.org #681054 (Source_VOA) & #829536 (Esperantostern)
x25187	Aluminium	CC-BY 2.0 (France) Attribution: tatoeba.org #2465499 (Zaghawa) & #2302291 (Pfirsichbaeumchen)
x25188	seiden	CC-BY 2.0 (France) Attribution: tatoeba.org #2259112 (_undertoad) & #7796410 (raggione)
x25189	stetig	CC-BY 2.0 (France) Attribution: tatoeba.org #301519 (qdii) & #10322137 (Yorwba)
x25190	Moskito	CC-BY 2.0 (France) Attribution: tatoeba.org #32359 (CK) & #820109 (Pfirsichbaeumchen)
x25191	diktieren	CC-BY 2.0 (France) Attribution: tatoeba.org #294359 (CK) & #361096 (Kerstin)
x25192	tilgen	CC-BY 2.0 (France) Attribution: tatoeba.org #5215068 (Zurich899) & #2782403 (al_ex_an_der)
x25193	trampeln	CC-BY 2.0 (France) Attribution: tatoeba.org #2268042 (_undertoad) & #2291446 (Pfirsichbaeumchen)
x25194	Augenlicht	CC-BY 2.0 (France) Attribution: tatoeba.org #476191 (CK) & #2705317 (Pfirsichbaeumchen)
x25195	Leier	CC-BY 2.0 (France) Attribution: tatoeba.org #706992 (papabear) & #5503929 (Pfirsichbaeumchen)
x25196	Oberkommando	CC-BY 2.0 (France) Attribution: tatoeba.org #2268174 (_undertoad) & #2290507 (Pfirsichbaeumchen)
x25197	Besichtigung	CC-BY 2.0 (France) Attribution: tatoeba.org #21278 (CK) & #1652737 (Pfirsichbaeumchen)
x25198	Küchenchef	CC-BY 2.0 (France) Attribution: tatoeba.org #1912010 (Spamster) & #1918649 (Pfirsichbaeumchen)
x25199	Kabelfernsehen	CC-BY 2.0 (France) Attribution: tatoeba.org #8817540 (CK) & #11816452 (Pfirsichbaeumchen)
x25200	Hochmut	CC-BY 2.0 (France) Attribution: tatoeba.org #303650 (CM) & #1530226 (Pfirsichbaeumchen)
x25201	Käsekuchen	CC-BY 2.0 (France) Attribution: tatoeba.org #942469 (spockofvulcan) & #1615400 (Pfirsichbaeumchen)
x25202	ergründen	CC-BY 2.0 (France) Attribution: tatoeba.org #10465243 (CK) & #10465249 (Pfirsichbaeumchen)
x25203	Münztelefon	CC-BY 2.0 (France) Attribution: tatoeba.org #1886497 (CK) & #2107819 (Pfirsichbaeumchen)
x25204	Zahnspange	CC-BY 2.0 (France) Attribution: tatoeba.org #322885 (CK) & #1358063 (Manfredo)
x25205	Kalb	CC-BY 2.0 (France) Attribution: tatoeba.org #723211 (darinmex) & #2169233 (Vortarulo)
x25206	Groschen	CC-BY 2.0 (France) Attribution: tatoeba.org #470044 (CM) & #470052 (Espi)
x25207	verwählen	CC-BY 2.0 (France) Attribution: tatoeba.org #51481 (CK) & #2242500 (Pfirsichbaeumchen)
x25208	Übereinkunft	CC-BY 2.0 (France) Attribution: tatoeba.org #47933 (CM) & #2061214 (Zaghawa)
x25209	Makel	CC-BY 2.0 (France) Attribution: tatoeba.org #61050 (Zifre) & #367208 (lilygilder)
x25210	Lederjacke	CC-BY 2.0 (France) Attribution: tatoeba.org #10632056 (CK) & #10632313 (Pfirsichbaeumchen)
x25211	Wartezeit	CC-BY 2.0 (France) Attribution: tatoeba.org #72462 (CK) & #2772926 (al_ex_an_der)
x25212	Garnele	CC-BY 2.0 (France) Attribution: tatoeba.org #10229975 (carlosalberto) & #13716510 (Naina)
x25213	flennen	CC-BY 2.0 (France) Attribution: tatoeba.org #5132662 (CK) & #5133468 (dispy)
x25214	ungehobelt	CC-BY 2.0 (France) Attribution: tatoeba.org #261290 (CK) & #2296045 (Pfirsichbaeumchen)
x25215	Brezel	CC-BY 2.0 (France) Attribution: tatoeba.org #11899664 (CK) & #12511890 (Naina)
x25216	lackieren	CC-BY 2.0 (France) Attribution: tatoeba.org #1225283 (CK) & #1278812 (PeterR)
x25217	rinnen	CC-BY 2.0 (France) Attribution: tatoeba.org #18360 (CK) & #1206363 (Esperantostern)
x25218	Heimatland	CC-BY 2.0 (France) Attribution: tatoeba.org #11903459 (DJ_Saidez) & #12574562 (Waldelfe)
x25219	Liebling	CC-BY 2.0 (France) Attribution: tatoeba.org #4144786 (Hybrid) & #5857046 (raggione)
x25220	Geldgeber	CC-BY 2.0 (France) Attribution: tatoeba.org #12219271 (CK) & #12660834 (Waldelfe)
x25221	Entzündung	CC-BY 2.0 (France) Attribution: tatoeba.org #10575266 (sundown) & #7863781 (brauchinet)
x25222	verstauen	CC-BY 2.0 (France) Attribution: tatoeba.org #10236661 (ddnktr) & #12525030 (Yorwba)
x25223	willigen	CC-BY 2.0 (France) Attribution: tatoeba.org #5958373 (CK) & #12553223 (Waldelfe)
x25224	Bettwäsche	CC-BY 2.0 (France) Attribution: tatoeba.org #11957759 (sundown) & #7824980 (list)
x25225	Lektüre	CC-BY 2.0 (France) Attribution: tatoeba.org #1439736 (CK) & #1789973 (Pfirsichbaeumchen)
x25226	Vorbehalt	CC-BY 2.0 (France) Attribution: tatoeba.org #324726 (CK) & #1360225 (Pfirsichbaeumchen)
x25227	verschanzen	CC-BY 2.0 (France) Attribution: tatoeba.org #417953 (blay_paul) & #439125 (xtofu80)
x25228	quittieren	CC-BY 2.0 (France) Attribution: tatoeba.org #435792 (CK) & #5066807 (al_ex_an_der)
x25229	Gleichheit	CC-BY 2.0 (France) Attribution: tatoeba.org #320163 (CK) & #691942 (Manfredo)
x25230	Patent	CC-BY 2.0 (France) Attribution: tatoeba.org #1795650 (Spamster) & #1795766 (al_ex_an_der)
x25231	Vielzahl	CC-BY 2.0 (France) Attribution: tatoeba.org #246602 (CK) & #2769095 (Pfirsichbaeumchen)
x25232	Roulette	CC-BY 2.0 (France) Attribution: tatoeba.org #1136982 (CM) & #3496460 (Pfirsichbaeumchen)
x25233	Draufgänger	CC-BY 2.0 (France) Attribution: tatoeba.org #71980 (CK) & #659132 (Pfirsichbaeumchen)
x25234	Apostel	CC-BY 2.0 (France) Attribution: tatoeba.org #1615317 (kerbear407) & #1002068 (MUIRIEL)
x25235	Gottheit	CC-BY 2.0 (France) Attribution: tatoeba.org #58959 (CM) & #1812404 (Tamy)
x25236	verfassen	CC-BY 2.0 (France) Attribution: tatoeba.org #2764025 (CM) & #2914647 (al_ex_an_der)
x25237	schrill	CC-BY 2.0 (France) Attribution: tatoeba.org #280691 (CK) & #630342 (BraveSentry)
x25238	werdend	CC-BY 2.0 (France) Attribution: tatoeba.org #1688952 (belgavox) & #3549669 (Pfirsichbaeumchen)
x25239	heimisch	CC-BY 2.0 (France) Attribution: tatoeba.org #271470 (CM) & #4192345 (raggione)
x25240	unbezahlt	CC-BY 2.0 (France) Attribution: tatoeba.org #2530652 (CK) & #2530794 (raggione)
x25241	Sinneswandel	CC-BY 2.0 (France) Attribution: tatoeba.org #1989653 (Spamster) & #10109022 (wolfgangth)
x25242	kopfüber	CC-BY 2.0 (France) Attribution: tatoeba.org #2222175 (freddy1) & #2222178 (freddy1)
x25243	Heimkehr	CC-BY 2.0 (France) Attribution: tatoeba.org #302592 (CK) & #3168548 (Pfirsichbaeumchen)
x25244	geleiten	CC-BY 2.0 (France) Attribution: tatoeba.org #49876 (CK) & #12407807 (mayabe)
x25245	Imitation	CC-BY 2.0 (France) Attribution: tatoeba.org #291293 (CK) & #2233628 (freddy1)
x25246	fernbleiben	CC-BY 2.0 (France) Attribution: tatoeba.org #11249230 (mutskt) & #1952428 (Pfirsichbaeumchen)
x25247	entledigen	CC-BY 2.0 (France) Attribution: tatoeba.org #289807 (CK) & #1496049 (duke)
x25248	Lakai	CC-BY 2.0 (France) Attribution: tatoeba.org #940486 (sacredceltic) & #940487 (Fingerhut)
x25249	Wunderkind	CC-BY 2.0 (France) Attribution: tatoeba.org #6473510 (Hybrid) & #7716681 (Pfirsichbaeumchen)
x25250	Rauschgift	CC-BY 2.0 (France) Attribution: tatoeba.org #1963163 (CK) & #1963947 (Pfirsichbaeumchen)
x25251	abrupt	CC-BY 2.0 (France) Attribution: tatoeba.org #46814 (CM) & #1423228 (al_ex_an_der)
x25252	Regenmantel	CC-BY 2.0 (France) Attribution: tatoeba.org #2639773 (CK) & #2769353 (Pfirsichbaeumchen)
x25253	Polizeiauto	CC-BY 2.0 (France) Attribution: tatoeba.org #35134 (CK) & #13482944 (Vortarulo)
x25254	Nachrichtendienst	CC-BY 2.0 (France) Attribution: tatoeba.org #1886763 (CK) & #2064411 (Pfirsichbaeumchen)
x25255	Nelke	CC-BY 2.0 (France) Attribution: tatoeba.org #11838978 (sundown) & #780884 (MUIRIEL)
x25256	Schnittwunde	CC-BY 2.0 (France) Attribution: tatoeba.org #680378 (Source_VOA) & #1706864 (al_ex_an_der)
x25257	Unze	CC-BY 2.0 (France) Attribution: tatoeba.org #680982 (Source_VOA) & #2677871 (Zaghawa)
x25258	Wertschätzung	CC-BY 2.0 (France) Attribution: tatoeba.org #9826639 (CK) & #12207341 (mayabe)
x25259	Vandalismus	CC-BY 2.0 (France) Attribution: tatoeba.org #2327297 (Hybrid) & #2327388 (Tamy)
x25260	Fete	CC-BY 2.0 (France) Attribution: tatoeba.org #1723691 (Spamster) & #1724037 (Pfirsichbaeumchen)
x25261	Camper	CC-BY 2.0 (France) Attribution: tatoeba.org #953489 (CK) & #1916532 (Tamy)
x25262	Tapete	CC-BY 2.0 (France) Attribution: tatoeba.org #1597388 (trieuho) & #5662566 (raggione)
x25263	Taler	CC-BY 2.0 (France) Attribution: tatoeba.org #73206 (CK) & #8072519 (Pfirsichbaeumchen)
x25264	Attrappe	CC-BY 2.0 (France) Attribution: tatoeba.org #954229 (CK) & #6804688 (Pfirsichbaeumchen)
x25265	anschreiben	CC-BY 2.0 (France) Attribution: tatoeba.org #2269056 (_undertoad) & #2289408 (Pfirsichbaeumchen)
x25266	auschecken	CC-BY 2.0 (France) Attribution: tatoeba.org #9806690 (CK) & #12651437 (Waldelfe)
x25267	fungieren	CC-BY 2.0 (France) Attribution: tatoeba.org #49159 (CK) & #1854212 (Tamy)
x25268	verspäten	CC-BY 2.0 (France) Attribution: tatoeba.org #315791 (mamat) & #5390395 (Yakuwari)
